Empresa;Departamento;Municipio;Número único de identificación del sistema de tratamiento (NUPTAR);Caudal medio anual a la entrada (L/S);Caudal medio anual a la salida (LTS/SG);pH Unidades;Temperatura (°C);Sóidos Totales (mg/litro);DBO (Kg/Día);DQO (Kg/Día;Fecha de cargue;;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SOLEDAD;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;TUBARA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;USIACURI;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ALCALA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ALCALA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ALCALA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ALCALA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ALCALA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ANDALUCIA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ANDALUCIA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ANDALUCIA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ANDALUCIA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ANDALUCIA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ARGELIA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ARGELIA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ARGELIA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ARGELIA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;ARGELIA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BOLIVAR;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BOLIVAR;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BOLIVAR;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BOLIVAR;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BOLIVAR;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BUGALAGRANDE;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BUGALAGRANDE;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BUGALAGRANDE;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BUGALAGRANDE;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;BUGALAGRANDE;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;CANDELARIA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;CANDELARIA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;CANDELARIA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;CANDELARIA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;CANDELARIA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;DAGUA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;DAGUA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;DAGUA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;DAGUA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;DAGUA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL AGUILA;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL AGUILA;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL AGUILA;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL AGUILA;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL AGUILA;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CAIRO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CAIRO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CAIRO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CAIRO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CAIRO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CERRITO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CERRITO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CERRITO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CERRITO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL CERRITO;1185;87.64;87.64;7.86;27.9;42;131;263;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL DOVIO;1181;26.99;26.99;6.4;28.2;27;80;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL DOVIO;1182;54.26;54.26;7.83;28.3;38;86;165;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL DOVIO;1183;47.23;47.23;7.95;26.9;39;126;247;9-may-25;;
SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A.  E.S.P.;VALLE;EL DOVIO;1184;74.69;74.69;7.9;28.8;35;115;227;9-may-25;;
